"Network ID","Network Name","Native ID","Station ID","Station Name","History ID","Province","Longitude","Latitude","Elevation (m)","Record Start","Record End","Obs Freq","Variables"
"17","ARDA","112072","4887","CAHILL","6567","BC","-120.048333333333","49.3333333333333","504","1971-06-29","1972-08-29","Irregular","Precipitation (Cumulative)|Surface Snow Depth (Point)"
"17","ARDA","112073","4888","LARCAN","6568","BC","-120.017777777778","49.2666666666667","469","1971-04-27","1972-04-27","Irregular","Precipitation (Cumulative)|Surface Snow Depth (Point)"
"17","ARDA","112074","4889","OLLALA","6569","BC","-119.954166666667","49.2227777777778","463","1971-04-27","1972-09-29","Irregular","Precipitation (Cumulative)|Surface Snow Depth (Point)"
"17","ARDA","112075","4890","ASHNOLA","6570","BC","-120.069166666667","49.1458333333333","1460","1971-04-16","1972-08-11","Daily","Precipitation (Cumulative)|Relative Humidity (Mean)|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112076","4891","JACOB","6571","BC","-120.308888888889","49.4394444444444","582","1971-05-26","1972-09-29","Irregular","Precipitation (Cumulative)|Surface Snow Depth (Point)"
"17","ARDA","112077","4892","RIMCO PRISM","6572","BC","-120.390833333333","49.14","2088","1971-07-02","1972-10-12","Daily","Precipitation (Cumulative)|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112078","4893","NURSERY EAST","6573","BC","-119.558333333333","49.1625","331","1974-03-21","1974-10-29","Daily","Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112079","4894","NURSERY WEST","6574","BC","-119.570833333333","49.1666666666667","325","1974-03-21","1974-10-29","Daily","Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112080","4895","TESTALINDEN","6575","BC","-119.584722222222","49.1208333333333","320","1974-03-21","1975-02-11","Daily","Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112081","4896","UPPER BROUWER","6576","BC","-119.526388888889","49.2097222222222","347","1974-08-16","1975-02-11","Daily","Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112082","4897","BARRINGTON","6577","BC","-119.824166666667","49.2408333333333","479","1971-05-05","1972-09-29","Irregular","Precipitation (Cumulative)|Surface Snow Depth (Point)"
"17","ARDA","112083","4898","MARSEL","6578","BC","-119.793333333333","49.3208333333333","623","1971-04-28","1972-08-29","Irregular","Precipitation (Cumulative)|Surface Snow Depth (Point)"
"17","ARDA","112084","4899","OROFINO","6579","BC","-119.704722222222","49.3527777777778","716","1971-04-28","1972-09-27","Irregular","Precipitation (Cumulative)|Surface Snow Depth (Point)"
"17","ARDA","112085","4900","KITLEY","6580","BC","-119.621666666667","49.3833333333333","488","1971-04-28","1972-09-27","Irregular","Precipitation (Cumulative)|Surface Snow Depth (Point)"
"17","ARDA","112087","4901","BLIND","6581","BC","-119.735277777778","49.1833333333333","433","1971-03-10","1972-09-25","Daily","Precipitation (Cumulative)|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112088","4902","DAWSON","6582","BC","-119.731666666667","49.1508333333333","402","1971-04-02","1972-09-26","Daily","Relative Humidity (Mean)|Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112089","4903","MANERY","6583","BC","-119.71","49.0863888888889","416","1971-03-10","1972-10-30","Daily","Precipitation (Cumulative)|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112090","4904","MAK SIKKER","6584","BC","-119.7125","49.0783333333333","381","1971-03-10","1972-10-30","Daily","Precipitation (Cumulative)|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112091","4905","KHOLER","6585","BC","-119.696666666667","49.0358333333333","381","1971-04-02","1972-09-27","Daily","Relative Humidity (Mean)|Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112092","4906","RICHTER","6586","BC","-119.663611111111","49.02","457","1971-03-09","1972-10-30","Daily","Precipitation (Cumulative)|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112093","4907","KRUGER","6587","BC","-119.543888888889","49.0666666666667","538","1971-04-27","1972-09-29","Irregular","Precipitation (Cumulative)|Surface Snow Depth (Point)"
"17","ARDA","112094","4908","NIGHTHAWK","6588","BC","-119.7","49.0433333333333","381","1971-05-26","1972-09-29","Irregular","Precipitation (Cumulative)|Surface Snow Depth (Point)"
"17","ARDA","112095","4909","UPPER MEPHAM","6589","BC","-119.477777777778","49.0152777777778","317","1974-03-21","1975-02-11","Daily","Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112096","4910","MANHARDT","6590","BC","-119.55","49.85","381","1978-04-01","1989-01-27","Daily","Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112097","4911","JOHN BARNAY","6591","BC","-119.543055555556","49.1208333333333","380","1979-01-23","1989-07-24","Daily","Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112098","4912","GEEN","6592","BC","-119.490277777778","49.8125","400","1979-01-10","1991-03-04","Daily","Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112099","4913","HOLT","6593","BC","-119.710833333333","49.0897222222222","395","1983-04-12","1991-03-22","Daily","Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112100","4914","KOBAU 2300","6594","BC","-119.590277777778","49.0916666666667","686","1971-03-10","1972-10-29","Daily","Precipitation (Cumulative)|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112101","4915","KOBAU 3700","6595","BC","-119.590277777778","49.0983333333333","1130","1971-03-10","1972-10-29","Daily","Precipitation (Cumulative)|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112102","4916","KOBAU 4900","6596","BC","-119.655555555556","49.0983333333333","1495","1971-03-10","1972-10-29","Daily","Precipitation (Cumulative)|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112103","4917","BELGO","6597","BC","-119.386666666667","49.8713888888889","479","1989-02-02","1991-03-04","Daily","Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112104","4918","DAY","6598","BC","-119.456944444444","49.875","360","1989-02-02","1991-03-04","Daily","Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112105","4919","GLENMORE","6599","BC","-119.448333333333","49.9055555555556","399","1989-02-02","1991-03-04","Daily","Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112106","4920","ELLIS","6600","BC","-119.548888888889","49.0855555555556","279","1971-04-27","1972-09-29","Irregular","Precipitation (Cumulative)|Surface Snow Depth (Point)"
"17","ARDA","112107","4921","MONASHEE GRP","6601","BC","-119.541666666667","49.1216666666667","378","1971-03-12","1974-10-29","Daily","Precipitation (Cumulative)|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112108","4922","POTATOE","6602","BC","-119.504166666667","49.1202777777778","424","1971-03-16","1974-10-29","Daily","Precipitation (Cumulative)|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112110","4923","FAIRVIEW ASB","6603","BC","-119.590833333333","49.175","447","1971-03-16","1972-10-30","Daily","Precipitation (Cumulative)|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112111","4924","ROCKCLIFFE","6604","BC","-119.573333333333","49.1741666666667","332","1971-04-15","1972-10-19","Daily","Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112113","4925","APPLE 1","6605","BC","-119.544444444444","49.2486111111111","308","1979-04-23","1981-08-06","Daily","Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112114","4926","APPLE 2","6606","BC","-119.558888888889","49.2097222222222","320","1979-04-23","1981-08-06","Daily","Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112115","4927","APPLE 3","6607","BC","-119.5125","49.0569444444444","335","1979-04-23","1981-08-06","Daily","Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112116","4928","APPLE 4","6608","BC","-119.504166666667","49.0611111111111","335","1979-04-23","1981-08-06","Daily","Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112117","4929","APPLE 5","6609","BC","-119.468055555556","49.0125","320","1979-04-24","1981-08-06","Daily","Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112118","4930","BERTRUM CK","6610","BC","-119.558333333333","49.7791666666667","490","1979-04-26","1989-01-30","Daily","Precipitation (Cumulative)|Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112119","4931","INKANEEP","6611","BC","-119.528333333333","49.2116666666667","360","1971-04-16","1972-10-31","Daily","Precipitation (Cumulative)|Relative Humidity (Mean)|Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112121","4932","MCCUDDY","6612","BC","-119.429166666667","49.1752777777778","954","1971-03-26","1972-10-29","Daily","Precipitation (Cumulative)|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112122","4933","MCCULLOCH RESERVOIR","6613","BC","-119.171666666667","49.7780555555556","1256","1981-05-17","1981-10-04","Daily","Precipitation (Cumulative)|Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112124","4934","PENTICTON 2","6614","BC","-119.369444444444","49.6388888888889","1570","1983-09-28","1991-02-26","Daily","Precipitation (Cumulative)|Precipitation Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112125","4935","DENNIS CK","6615","BC","-119.4125","49.6236111111111","1792","1983-09-28","1991-02-26","Daily","Precipitation (Cumulative)|Precipitation Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112126","4936","CHENG","6616","BC","-119.420833333333","49.6041666666667","1804","1983-09-28","1991-02-28","Daily","Precipitation (Cumulative)|Precipitation Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112127","4937","MT KOBAU","6617","BC","-119.590277777778","49.0983333333333","1862","1984-06-27","1984-09-20","Daily","Precipitation (Cumulative)|Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112129","4938","MCINTYRE","6618","BC","-119.5375","49.2425","431","1971-03-11","1972-10-29","Daily","Precipitation (Cumulative)|Relative Humidity (Mean)|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112130","4939","MEYERS FLAT","6619","BC","-119.596666666667","49.2683333333333","445","1971-03-16","1972-10-29","Daily","Precipitation (Cumulative)|Relative Humidity (Mean)|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112131","4940","MCLELLAN","6620","BC","-119.625833333333","49.3025","545","1971-04-28","1972-09-27","Irregular","Precipitation (Cumulative)|Surface Snow Depth (Point)"
"17","ARDA","112132","4941","GABRIOLA","6621","BC","-119.716666666667","49.3225","823","1971-03-24","1972-10-29","Daily","Precipitation (Cumulative)|Relative Humidity (Mean)|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112133","4942","VASEUX","6622","BC","-119.523888888889","49.2633333333333","339","1971-03-26","1972-10-30","Daily","Precipitation (Cumulative)|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112134","4943","MARRON","6623","BC","-119.596666666667","49.3608333333333","453","1971-04-28","1972-09-30","Irregular","Precipitation (Cumulative)|Surface Snow Depth (Point)"
"17","ARDA","112135","4944","SHINGLE","6624","BC","-119.610833333333","49.39","415","1971-05-25","1972-09-30","Irregular","Precipitation (Cumulative)|Surface Snow Depth (Point)"
"17","ARDA","112136","4945","SKAHA","6625","BC","-119.553333333333","49.39","427","1971-03-15","1972-10-30","Daily","Precipitation (Cumulative)|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112137","4946","EAST BENCH","6626","BC","-119.535","49.3416666666667","454","1971-03-15","1972-10-30","Daily","Precipitation (Cumulative)|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112145","4947","HAWTHORNE","6627","BC","-119.523333333333","49.2916666666667","351","1971-05-31","1972-09-30","Irregular","Precipitation (Cumulative)"
"17","ARDA","112146","4948","IRRIGATION","6628","BC","-119.495833333333","49.2905555555556","623","1971-03-24","1972-10-29","Daily","Precipitation (Cumulative)|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112147","4949","MAHONEY","6629","BC","-119.503333333333","49.3136111111111","702","1971-05-31","1972-09-30","Irregular","Precipitation (Cumulative)"
"17","ARDA","112148","4950","DUTTON","6630","BC","-119.431666666667","49.315","1167","1971-04-04","1972-10-29","Daily","Precipitation (Cumulative)|Relative Humidity (Mean)|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112149","4951","VENNER","6631","BC","-119.389166666667","49.2975","1444","1971-04-07","1972-11-02","Daily","Precipitation (Cumulative)|Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112150","4952","CULPER","6632","BC","-119.408333333333","49.3566666666667","1487","1971-05-31","1972-08-26","Irregular","Precipitation (Cumulative)|Surface Snow Depth (Point)"
"17","ARDA","112151","4953","MCLEAN CLAN","6633","BC","-119.4125","49.3716666666667","1540","1971-04-09","1972-10-24","Daily","Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112152","4954","OLIVER TEST","6634","BC","-119.563055555556","49.2319444444444","400","1983-07-12","1990-03-22","Daily","Precipitation (Cumulative)|Precipitation Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112153","4955","GREYBACK","6635","BC","-119.370833333333","49.6475","1659","1971-04-14","1972-10-05","Daily","Precipitation (Cumulative)|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112154","4956","PENTICTON CK","6636","BC","-119.503333333333","49.53","1140","1971-04-01","1972-11-02","Daily","Precipitation (Cumulative)|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112162","4957","WESTBENCH","6637","BC","-119.628333333333","49.4908333333333","430","1971-03-15","1972-10-30","Daily","Precipitation (Cumulative)|Relative Humidity (Mean)|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112163","4958","GARTRELL","6638","BC","-119.634166666667","49.575","357","1971-03-23","1972-10-29","Daily","Precipitation (Cumulative)|Relative Humidity (Mean)|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112164","4959","CONKLE","6639","BC","-119.686666666667","49.5633333333333","593","1971-03-16","1972-10-30","Daily","Precipitation (Cumulative)|Relative Humidity (Mean)|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112165","4960","FAULDER","6640","BC","-119.713333333333","49.5938888888889","556","1971-03-16","1972-05-23","Daily","Precipitation (Cumulative)|Relative Humidity (Mean)|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112167","4961","JONES FLAT","6641","BC","-119.67","49.6108333333333","485","1971-03-23","1972-10-29","Daily","Precipitation (Cumulative)|Relative Humidity (Mean)|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112169","4962","ACLAND","6642","BC","-119.720833333333","49.6669444444444","389","1971-04-28","1972-09-27","Irregular","Precipitation (Cumulative)|Surface Snow Depth (Point)"
"17","ARDA","112170","4963","GREATA","6643","BC","-119.769166666667","49.7533333333333","495","1971-03-23","1972-10-29","Daily","Precipitation (Cumulative)|Relative Humidity (Mean)|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112171","4964","PIGEON","6644","BC","-119.837222222222","49.795","907","1971-03-31","1972-10-29","Daily","Precipitation (Cumulative)|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112172","4965","TREPANIER","6645","BC","-119.708333333333","49.7933333333333","477","1971-03-23","1972-10-29","Daily","Precipitation (Cumulative)|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112173","4966","MCCALL","6646","BC","-119.730833333333","49.78","358","1971-04-28","1972-09-27","Irregular","Precipitation (Cumulative)|Surface Snow Depth (Point)"
"17","ARDA","112174","4967","SECLUSION","6647","BC","-119.659166666667","49.8058333333333","479","1971-04-28","1972-09-27","Irregular","Precipitation (Cumulative)|Surface Snow Depth (Point)"
"17","ARDA","112175","4968","DROUGHT","6648","BC","-119.669444444444","49.8391666666667","640","1971-03-24","1972-10-11","Daily","Precipitation (Cumulative)|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112176","4969","GELLATLY","6649","BC","-119.645833333333","49.8416666666667","529","1971-03-26","1972-10-29","Daily","Precipitation (Cumulative)|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112177","4970","BOUCHERIE","6650","BC","-119.570833333333","49.8416666666667","433","1971-03-19","1972-10-29","Daily","Precipitation (Cumulative)|Relative Humidity (Mean)|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112178","4971","KALAMOIR","6651","BC","-119.5075","49.8333333333333","348","1971-03-23","1972-10-29","Daily","Precipitation (Cumulative)|Relative Humidity (Mean)|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112193","4972","BELLEVUE","6652","BC","-119.4775","49.8316666666667","347","1971-03-10","1975-09-17","Daily","Precipitation (Cumulative)|Relative Humidity (Mean)|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112194","4973","BEAU SEJOUR","6653","BC","-119.531666666667","49.7933333333333","375","1971-04-01","1971-10-31","Daily","Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112195","4974","DEEPER","6654","BC","-119.6","49.7775","341","1971-04-06","1972-10-25","Daily","Precipitation (Cumulative)|Relative Humidity (Mean)|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112196","4975","RUMOHR","6655","BC","-119.451666666667","49.8725","357","1971-03-11","1972-10-29","Daily","Precipitation (Cumulative)|Relative Humidity (Mean)|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112197","4976","HACKEY","6656","BC","-119.420833333333","49.8633333333333","433","1971-03-11","1972-10-29","Daily","Relative Humidity (Mean)|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112199","4977","KLO","6657","BC","-119.37","49.8319444444444","594","1971-04-28","1972-09-30","Irregular","Precipitation (Cumulative)|Surface Snow Depth (Point)"
"17","ARDA","112201","4978","MYRA","6658","BC","-119.310833333333","49.8416666666667","774","1971-04-28","1972-09-30","Irregular","Precipitation (Cumulative)|Surface Snow Depth (Point)"
"17","ARDA","112203","4979","HAYNES","6659","BC","-119.425833333333","49.0166666666667","331","1971-03-09","1974-10-29","Daily","Precipitation (Cumulative)|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112209","4980","LAMBLY","6660","BC","-119.616666666667","50.0133333333333","972","1971-05-28","1972-09-28","Irregular","Precipitation (Cumulative)|Surface Snow Depth (Point)"
"17","ARDA","112210","4981","SANDBERG","6661","BC","-119.521666666667","49.9375","536","1971-05-28","1972-09-28","Irregular","Precipitation (Cumulative)|Surface Snow Depth (Point)"
"17","ARDA","112211","4982","HAYMAN","6662","BC","-119.6725","50.0616666666667","1347","1971-05-28","1972-09-28","Irregular","Precipitation (Cumulative)|Surface Snow Depth (Point)"
"17","ARDA","112212","4983","ESPERON","6663","BC","-119.685833333333","50.1033333333333","1412","1971-05-14","1972-10-29","Daily","Precipitation (Cumulative)|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112213","4984","DEE LAKE","6664","BC","-119.169166666667","50.1108333333333","1409","1971-05-15","1972-10-29","Daily","Precipitation (Cumulative)|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112214","4985","WRINKLY","6665","BC","-119.256666666667","50.0433333333333","1364","1971-05-29","1972-08-26","Irregular","Precipitation (Cumulative)|Surface Snow Depth (Point)"
"17","ARDA","112215","4986","POSTILL","6666","BC","-119.335","50.0308333333333","866","1971-05-29","1972-09-28","Irregular","Precipitation (Cumulative)|Surface Snow Depth (Point)"
"17","ARDA","112221","4987","WHELAN","6667","BC","-119.36","50.9275","466","1971-03-19","1975-09-18","Daily","Precipitation (Cumulative)|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112223","4988","ELLISON","6668","BC","-119.395833333333","49.9791666666667","436","1971-04-28","1972-09-29","Irregular","Precipitation (Cumulative)|Surface Snow Depth (Point)"
"17","ARDA","112226","4989","WOODSDALE","6669","BC","-119.371666666667","50.065","535","1971-03-29","1972-10-29","Daily","Precipitation (Cumulative)|Relative Humidity (Mean)|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112231","4990","RATTLESNAKE","6670","BC","-119.386666666667","50.1266666666667","425","1971-04-28","1972-09-29","Irregular","Precipitation (Cumulative)|Surface Snow Depth (Point)"
"17","ARDA","112232","4991","KALAMALKA","6671","BC","-119.344166666667","50.1875","482","1971-06-28","1972-09-29","Irregular","Precipitation (Cumulative)|Surface Snow Depth (Point)"
"17","ARDA","112234","4992","BELLAVISTA","6672","BC","-119.295833333333","50.2666666666667","466","1971-03-18","1972-10-29","Daily","Precipitation (Cumulative)|Relative Humidity (Mean)|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112241","4993","DOBERNIGG","6673","BC","-119.2225","49.2791666666667","503","1971-05-18","1971-10-25","Daily","Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112242","4994","SWAN LAKE","6674","BC","-119.239166666667","50.295","500","1971-04-07","1972-10-29","Daily","Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112245","4995","OKEEFE","6675","BC","-119.299166666667","50.3791666666667","473","1971-03-18","1972-10-29","Daily","Precipitation (Cumulative)|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112252","4996","LITTLE PINE","6676","BC","-119.255555555556","49.3611111111111","1692","1972-06-29","1972-11-02","Daily","Precipitation (Cumulative)|Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112253","4997","WHITELOCK","6677","BC","-119.095833333333","50.2333333333333","543","1974-03-19","1975-10-09","Daily","Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112254","4998","ROGER RCH DS","6678","BC","-119.7775","49.5133333333333","832","1980-10-08","1981-07-22","Daily","Precipitation Amount|Surface Snow Depth (Point)"
"17","ARDA","112255","4999","VASEUX 200-X","6679","BC","-119.234166666667","49.2513888888889","1508","1980-10-07","1981-07-21","Daily","Precipitation Amount|Surface Snow Depth (Point)"
"17","ARDA","112300","5000","INKANEEP 3","6680","BC","-119.521666666667","49.2069444444444","351","1975-06-05","1989-07-14","Daily","Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112301","5001","GLEN WOOD","6681","BC","-119.444444444444","50.1333333333333","412","1975-05-14","1989-01-26","Daily","Precipitation (Cumulative)|Relative Humidity (Mean)|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112302","5002","CRANSTON","6682","BC","-119.580555555556","49.1097222222222","366","1975-05-16","1991-03-15","Daily","Precipitation (Cumulative)|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112303","5003","KELOKA","6683","BC","-119.440277777778","49.8561111111111","421","1977-12-01","1991-03-04","Daily","Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112518","5004","THOMS RANCH","6684","BC","-119.466111111111","49.3536111111111","454","1974-05-16","1975-09-19","Daily","Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112519","5005","FORD MT BCFS","6685","BC","-121.6575","49.0975","378","1974-05-14","1980-11-27","Daily","Precipitation (Cumulative)|Precipitation Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)"
"17","ARDA","112520","5006","CENTRE CREEK","6686","BC","-121.505833333333","49.1030555555556","488","1974-05-14","1980-11-27","Daily","Precipitation (Cumulative)|Precipitation Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)"
"17","ARDA","113001","5007","MOLLIE","6687","BC","-118.040555555556","49.2419444444444","1500","1969-05-04","1970-10-28","Irregular","Precipitation (Cumulative)"
"17","ARDA","113002","5008","SNOWBANK","6688","BC","-118.09","49.2144444444444","1478","1969-05-04","1971-03-28","Irregular","Precipitation (Cumulative)|Surface Snow Depth (Point)"
"17","ARDA","113003","5009","JOSH","6689","BC","-118.113055555556","49.1466666666667","754","1969-05-04","1970-10-28","Irregular","Precipitation (Cumulative)"
"17","ARDA","113004","5010","TEXAS","6690","BC","-118.198055555556","49.1277777777778","588","1969-05-04","1971-03-28","Irregular","Precipitation (Cumulative)|Surface Snow Depth (Point)"
"17","ARDA","113005","5011","MORRISEY 17","6691","BC","-118.224444444444","49.0197222222222","521","1969-05-08","1971-02-24","Daily","Precipitation (Cumulative)|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)"
"17","ARDA","113006","5012","MORRISEY 21","6692","BC","-118.228333333333","49.0316666666667","613","1969-05-08","1970-10-31","Daily","Precipitation (Cumulative)|Temperature (Max.)|Temperature (Min.)"
"17","ARDA","113007","5013","BILLINGS","6693","BC","-118.234444444444","49.0186111111111","482","1969-05-04","1970-10-28","Irregular","Precipitation (Cumulative)"
"17","ARDA","113008","5014","GILPIN","6694","BC","-118.313611111111","49.0116666666667","488","1969-05-04","1971-01-28","Irregular","Precipitation (Cumulative)|Surface Snow Depth (Point)"
"17","ARDA","113009","5015","DAN","6695","BC","-118.393611111111","49.0230555555556","503","1969-05-04","1971-01-28","Irregular","Precipitation (Cumulative)|Surface Snow Depth (Point)"
"17","ARDA","113011","5016","YELLOW PINE","6696","BC","-118.474444444444","49.04","543","1969-05-29","1970-09-27","Irregular","Precipitation (Cumulative)|Surface Snow Depth (Point)"
"17","ARDA","113012","5017","CORN PATCH","6697","BC","-118.46","49.0727777777778","533","1969-05-29","1970-10-28","Irregular","Precipitation (Cumulative)"
"17","ARDA","113013","5018","THIMBLE","6698","BC","-118.460277777778","49.1397222222222","541","1969-05-29","1970-10-28","Irregular","Precipitation (Cumulative)|Surface Snow Depth (Point)"
"17","ARDA","113014","5019","LYNCH","6699","BC","-118.433333333333","49.2458333333333","579","1969-05-29","1970-10-28","Irregular","Precipitation (Cumulative)|Surface Snow Depth (Point)"
"17","ARDA","113015","5020","CANNON","6700","BC","-118.458333333333","49.3288888888889","648","1969-05-29","1970-10-28","Irregular","Precipitation (Cumulative)|Surface Snow Depth (Point)"
"17","ARDA","113016","5021","BURRELL","6701","BC","-118.46","49.3647222222222","640","1969-05-08","1970-10-28","Daily","Precipitation (Cumulative)|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)"
"17","ARDA","113017","5022","SPENCER","6702","BC","-118.528611111111","49.0033333333333","655","1969-05-04","1971-02-24","Irregular","Precipitation (Cumulative)|Surface Snow Depth (Point)"
"17","ARDA","113018","5023","EAGLE","6703","BC","-118.542777777778","49.05","863","1969-05-04","1970-10-28","Irregular","Precipitation (Cumulative)"
"17","ARDA","113019","5024","HARDY","6704","BC","-118.525","49.095","1013","1969-05-04","1971-03-28","Irregular","Precipitation (Cumulative)|Surface Snow Depth (Point)"
"17","ARDA","113020","5025","WILGRESS","6705","BC","-118.529722222222","49.1411111111111","1015","1969-05-29","1971-03-28","Irregular","Precipitation (Cumulative)|Surface Snow Depth (Point)"
